batch,position,earliest_layer,final_pred
6,205,5,1589
6,206,15,24591
6,214,7,1377
6,222,5,18
6,223,11,797
6,226,14,792
6,239,20,223
6,262,9,1357
6,264,20,14
6,269,1,26
6,271,20,345
6,272,16,100347
6,286,11,1809
6,304,9,2921
6,307,19,14
6,308,19,436
6,316,20,270
6,319,20,344
6,336,20,270
6,345,18,4570
6,347,20,47
6,351,17,1809
6,361,17,2317
6,366,13,27
6,367,18,14
6,372,17,10353
6,377,20,14
6,387,20,55545
6,389,18,469
6,392,20,223
6,398,17,223
6,399,10,1357
6,401,20,14
6,423,10,11
6,437,3,624
6,443,20,344
6,462,20,12268
6,475,1,304
6,497,15,24591
6,499,20,295
6,501,20,13997
6,502,20,14
6,503,19,45
6,507,1,27
6,542,18,13028
6,544,15,9646
6,554,19,50408
6,559,5,18
6,575,19,769
6,587,20,270
6,591,17,2286
6,603,20,343
6,612,20,41
6,620,17,10537
6,622,20,344
6,629,20,366
6,631,5,1589
6,634,20,343
6,641,15,792
6,655,20,657
6,657,7,1357
6,684,16,1809
6,687,20,37894
6,692,20,14
6,694,1,14
6,697,18,2006
6,701,20,515
6,711,5,353
6,716,20,35
6,724,20,260
6,725,18,4109
6,728,17,11368
6,732,18,56492
6,741,20,14
6,756,18,223
6,760,20,14
6,763,14,5041
6,776,8,11
6,779,18,5576
6,783,3,6301
6,795,20,305
6,797,14,14688
6,801,19,223
6,806,20,305
6,819,19,769
6,827,20,270
6,840,19,305
6,846,18,469
6,847,16,7987
6,857,17,38965
6,874,6,1357
6,876,16,754
6,893,12,1423
6,907,19,7772
6,917,14,754
6,923,16,37
6,934,14,343
6,945,4,10346
6,950,4,9140
6,953,6,1357
6,959,15,29190
6,962,9,11368
6,967,6,1357
6,968,1,26
6,980,19,305
6,993,17,302
6,998,20,14
6,1001,2,1469
6,1018,17,909
6,1022,16,754
6,1026,20,11139
6,1039,20,14
6,1050,17,3851
6,1061,19,17581
6,1069,20,343
6,1085,11,1589
6,1114,2,455
6,1115,17,5921
6,1122,20,5921
6,1126,17,305
6,1136,20,73235
6,1165,20,334
6,1177,16,294
6,1180,15,24591
6,1186,19,223
6,1190,20,790
6,1191,20,270
6,1192,16,4570
6,1215,20,344
6,1231,20,223
6,1239,5,1589
6,1246,18,223
6,1262,15,101974
6,1271,17,5921
6,1278,17,89
6,1283,20,14
6,1287,5,6132
6,1290,15,4067
6,1298,19,36
6,1299,17,9012
6,1321,15,223
6,1324,20,14
6,1340,16,14081
6,1345,20,343
6,1347,20,14854
6,1374,17,39294
6,1376,17,343
6,1382,1,26
6,1384,19,469
6,1394,14,754
6,1398,18,343
6,1404,14,754
6,1412,17,1809
6,1418,14,15591
6,1432,14,754
6,1434,20,260
6,1435,6,12158
6,1437,16,343
6,1438,17,45
6,1442,1,26
6,1467,19,32786
6,1471,3,6301
6,1474,10,72449
6,1478,20,270
6,1479,3,1014
6,1498,20,5264
6,1501,15,317
6,1510,10,25523
6,1525,16,24591
6,1546,17,10341
6,1559,13,23
6,1564,15,23
6,1568,19,14
6,1581,5,18
6,1600,15,716
6,1611,20,660
6,1618,13,7752
6,1622,8,12245
6,1625,20,455
6,1628,15,520
6,1638,20,3851
6,1644,19,16
6,1652,18,29
6,1653,17,223
6,1655,9,223
6,1657,20,5929
6,1669,18,28188
6,1675,20,5921
6,1684,20,16
6,1687,16,14081
6,1689,19,3167
6,1699,14,15
6,1705,19,657
6,1710,17,552
6,1712,20,657
6,1758,14,15
6,1759,17,406
6,1784,19,362
6,1785,20,362
6,1786,17,5921
6,1791,19,5921
6,1794,5,6132
6,1805,18,21445
6,1837,15,1589
6,1845,20,2845
6,1846,8,67369
6,1855,20,305
6,1857,18,16
6,1858,20,7711
6,1859,19,4777
6,1879,11,223
6,1885,20,406
6,1901,18,8718
6,1902,20,319
6,1923,15,3873
6,1956,17,4981
6,1958,19,14
6,1964,15,1231
6,1980,16,23999
6,1985,14,16971
6,2000,20,20291
6,2011,5,18
6,2012,15,29
6,2027,20,1269
6,2041,20,2020
7,2,20,270
7,8,20,16
7,13,20,4836
7,22,18,5392
7,27,20,3342
7,29,19,270
7,36,20,92
7,48,20,14
7,50,16,16163
7,51,20,14
7,59,8,11
7,60,20,396
7,64,13,6965
7,65,20,14
7,83,19,16
7,86,17,4696
7,89,19,260
7,91,20,396
7,105,16,412
7,106,17,223
7,113,18,16163
7,115,20,14
7,121,15,8304
7,128,20,515
7,134,17,6970
7,139,19,3459
7,168,16,6382
7,190,19,1257
7,192,18,76877
7,194,13,458
7,197,20,515
7,203,18,436
7,231,14,1902
7,235,20,270
7,237,18,68541
7,241,17,7128
7,251,19,44775
7,260,20,295
7,261,15,4541
7,263,20,305
7,266,8,11
7,285,20,16163
7,288,20,396
7,291,17,16
7,293,2,297
7,296,19,16163
7,298,20,14
7,299,20,270
7,303,1,418
7,305,19,305
7,329,19,305
7,334,20,1669
7,346,18,270
7,357,17,21901
7,361,19,14
7,362,15,223
7,368,16,10317
7,387,17,33395
7,390,20,14
7,394,3,396
7,410,18,14
7,426,20,295
7,430,17,1539
7,431,20,295
7,437,18,16163
7,443,16,2334
7,446,20,10998
7,457,20,270
7,472,16,793
7,482,15,18652
7,483,16,294
7,490,17,16424
7,498,20,305
7,499,20,2502
7,500,20,14
7,504,17,76877
7,508,19,3609
7,511,19,270
7,522,18,77939
7,542,20,260
7,551,17,36164
7,578,20,538
7,591,20,5161
7,603,1,538
7,607,13,418
7,616,20,1009
7,638,14,15952
7,640,20,270
7,643,17,721
7,655,16,10317
7,681,18,21901
7,684,3,455
7,685,20,270
7,687,17,721
7,688,20,1014
7,690,17,16459
7,725,13,92
7,736,17,721
7,751,2,476
7,766,18,76877
7,787,18,295
7,795,19,270
7,799,1,85
7,810,20,270
7,812,18,9081
7,817,1,85
7,822,15,76877
7,825,20,305
7,827,20,260
7,835,20,14
7,844,17,270
7,854,10,11
7,881,18,23291
7,884,16,270
7,914,20,13738
7,920,12,20739
7,940,20,2915
7,959,20,14
7,971,19,305
7,979,14,295
7,997,19,588
7,999,17,1694
7,1004,17,782
7,1007,18,778
7,1010,20,5505
7,1021,19,14
7,1022,19,305
7,1036,20,14
7,1040,16,19713
7,1045,20,16
7,1050,20,260
7,1062,11,94600
7,1063,19,305
7,1098,20,260
7,1100,17,362
7,1108,16,7658
7,1111,19,7658
7,1118,2,51279
7,1123,18,121250
7,1136,16,125100
7,1141,1,294
7,1143,18,16
7,1149,16,1066
7,1150,16,16
7,1159,11,4011
7,1161,17,16
7,1164,13,6242
7,1166,5,3929
7,1172,20,782
7,1184,20,588
7,1193,19,3251
7,1194,4,7333
7,1196,18,13257
7,1208,18,52898
7,1209,20,14
7,1220,20,440
7,1244,16,7272
7,1248,20,3047
7,1251,10,35517
7,1254,18,35517
7,1259,5,3929
7,1264,19,305
7,1270,1,294
7,1275,19,294
7,1277,19,603
7,1280,20,477
7,1289,20,294
7,1291,1,288
7,1296,4,5505
7,1315,18,756
7,1320,14,2011
7,1321,13,95496
7,1346,20,305
7,1349,15,603
7,1377,18,778
7,1380,14,98204
7,1381,20,477
7,1385,14,6242
7,1395,13,61496
7,1399,20,467
7,1406,1,16134
7,1420,20,710
7,1421,20,1047
7,1422,20,2910
7,1446,1,4935
7,1450,15,603
7,1459,20,611
7,1460,20,270
7,1469,19,6406
7,1471,17,294
7,1476,20,16
7,1503,20,16
7,1514,20,14
7,1519,20,305
7,1532,12,25584
7,1534,19,305
7,1535,19,13526
7,1545,19,6726
7,1547,15,12855
7,1548,20,6726
7,1559,20,603
7,1560,19,603
7,1564,1,304
7,1570,8,440
7,1582,16,304
7,1603,20,2010
7,1620,20,14
7,1621,20,440
7,1627,16,12995
7,1634,19,260
7,1640,19,14
7,1644,13,1047
7,1669,1,4721
7,1682,20,366
7,1687,4,1949
7,1690,20,442
7,1694,20,1192
7,1724,15,8605
7,1732,15,440
7,1738,20,6781
7,1762,20,12564
7,1766,19,603
7,1772,12,1949
7,1773,17,603
7,1778,19,1623
7,1797,17,418
7,1808,19,14
7,1821,20,16
7,1824,14,362
7,1834,20,3342
7,1839,16,26737
7,1855,12,12020
7,1869,19,14
7,1899,11,4776
7,1915,18,440
7,1929,8,4343
7,1933,1,304
7,1945,15,440
7,1947,20,366
7,1948,18,25114
7,1949,1,304
7,1953,18,2477
7,1956,10,2052
7,1957,7,440
7,1963,17,2786
7,1979,17,790
7,1988,15,440
7,1989,18,538
7,1990,19,17937
7,2002,16,440
7,2011,16,23743
7,2012,20,588
7,2022,19,16
7,2035,12,1975
7,2041,15,13294
7,2045,20,588
